,items,support,count
296,"{constructor,meta-data}",0.0012814819514051893,101
297,"{rlp,constructor}",0.0010277231491467361,81
298,"{constructor,london}",0.0013068578316310347,103
299,"{constructor,vulnerability}",0.0020554462982934722,162
300,"{constructor,ssz}",0.0023092051005519252,182
301,"{polkadot,solidity-0.7.x}",0.0015606166338894881,123
302,"{polkadot,london}",0.004808729302797691,379
303,"{vulnerability,polkadot}",0.0012053543107276533,95
304,"{polkadot,ssz}",0.003159297088117744,249
305,"{datadir,address.transfer}",0.0011165387299371947,88
306,"{scheduling,datadir}",0.001103850789824272,87
307,"{datadir,london}",0.0026010277231491466,205
308,"{datadir,ssz}",0.0028547865254076,225
309,"{override,clone}",0.001103850789824272,87
310,"{rlp,override}",0.0010911628497113494,86
311,"{scheduling,override}",0.00133223371185688,105
312,"{override,fixed-point}",0.0013956734124214933,110
313,"{vulnerability,override}",0.002968977986423904,234
314,"{scheduling,clone}",0.0019158789570513227,151
315,"{vulnerability,clone}",0.006102899194315803,481
316,"{address.transfer,meta-data}",0.0010404110892596587,82
317,"{rlp,meta-data}",0.0016494322146799467,130
318,"{fixed-point,meta-data}",0.0010150352090338133,80
319,"{vulnerability,meta-data}",0.002017382477954704,159
320,"{events,merkle-patricia-tries}",0.0013576095920827254,107
321,"{verify,merkle-patricia-tries}",0.0022203895197614666,175
322,"{merkle-patricia-tries,fixed-point}",0.001370297532195648,108
323,"{public-key,merkle-patricia-tries}",0.004212396117490326,332
324,"{merkle-patricia-tries,london}",0.002106198058745163,166
325,"{merkle-patricia-tries,vulnerability}",0.0010911628497113494,86
326,"{merkle-patricia-tries,ssz}",0.003882509674554336,306
327,"{rlp,trust}",0.0010911628497113494,86
328,"{trust,fixed-point}",0.0024614603819069973,194
329,"{public-key,trust}",0.0013956734124214933,110
330,"{trust,ssz}",0.0043646513988453975,344
331,"{address.transfer,sparse-markle-trees}",0.001408361352534416,111
332,"{address.transfer,solidity-0.7.x}",0.001636744274567024,129
333,"{address.transfer,london}",0.005925268032734885,467
334,"{vulnerability,address.transfer}",0.0012434181310664214,98
335,"{address.transfer,ssz}",0.002778658884730064,219
336,"{events,verify}",0.002334580980777771,184
337,"{events,sparse-markle-trees}",0.0015352407536636428,121
338,"{events,solidity-0.7.x}",0.0020300704180676267,160
339,"{events,public-key}",0.004199708177377403,331
340,"{events,london}",0.002207701579648544,174
341,"{events,vulnerability}",0.0017636236756962507,139
342,"{events,ssz}",0.004631098141216774,365
343,"{message,rlp}",0.001446425172873184,114
344,"{rlp,uniswap}",0.0021950136395356215,173
345,"{rlp,sparse-markle-trees}",0.0010277231491467361,81
346,"{scheduling,rlp}",0.001636744274567024,129
347,"{rlp,fixed-point}",0.0020046945378417815,158
348,"{public-key,rlp}",0.0015479286937765653,122
349,"{rlp,london}",0.001598680454228256,126
350,"{rlp,vulnerability}",0.0027532830045042186,217
351,"{rlp,ssz}",0.0038698217344414134,305
352,"{message,uniswap}",0.0068387997208653175,539
353,"{verify,message}",0.0013195457717439575,104
354,"{message,sparse-markle-trees}",0.001218042250840576,96
355,"{message,fixed-point}",0.001065786969485504,84
356,"{public-key,message}",0.002436084501681152,192
357,"{message,london}",0.001865127196599632,147
358,"{message,vulnerability}",0.001103850789824272,87
359,"{message,ssz}",0.007460508786398528,588
360,"{verify,uniswap}",0.001953942777390091,154
361,"{sparse-markle-trees,uniswap}",0.0013068578316310347,103
362,"{scheduling,uniswap}",0.0012434181310664214,98
363,"{uniswap,fixed-point}",0.0014210492926473386,112
364,"{public-key,uniswap}",0.004123580536699867,325
365,"{uniswap,london}",0.001370297532195648,108
366,"{vulnerability,uniswap}",0.0014971769333248747,118
367,"{ssz,uniswap}",0.007054494702785003,556
368,"{verify,sparse-markle-trees}",0.0021950136395356215,173
369,"{scheduling,verify}",0.0012687940112922668,100
370,"{verify,fixed-point}",0.0013068578316310347,103
371,"{verify,public-key}",0.01280213157393897,1009
372,"{verify,vulnerability}",0.0013829854723085707,109
373,"{verify,ssz}",0.0133223371185688,1050
374,"{scheduling,sparse-markle-trees}",0.0011292266700501173,89
375,"{public-key,sparse-markle-trees}",0.004834105183023536,381
376,"{sparse-markle-trees,london}",0.0015606166338894881,123
377,"{vulnerability,sparse-markle-trees}",0.00209351011863224,165
378,"{sparse-markle-trees,ssz}",0.02060521474338641,1624
379,"{scheduling,fixed-point}",0.0026517794836008373,209
380,"{scheduling,public-key}",0.002436084501681152,192
381,"{scheduling,london}",0.0028040347649559093,221
382,"{scheduling,vulnerability}",0.006864175601091163,541
383,"{scheduling,ssz}",0.006229778595445029,491
384,"{public-key,fixed-point}",0.002639091543487915,208
385,"{fixed-point,london}",0.003882509674554336,306
386,"{vulnerability,fixed-point}",0.003501871471166656,276
387,"{ssz,fixed-point}",0.0038063820338768,300
388,"{public-key,solidity-0.7.x}",0.0027659709446171414,218
389,"{solidity-0.7.x,london}",0.005405062488105056,426
390,"{vulnerability,solidity-0.7.x}",0.0026137156632620694,206
391,"{ssz,solidity-0.7.x}",0.013220833597665418,1042
392,"{public-key,london}",0.003882509674554336,306
393,"{public-key,vulnerability}",0.004440779039522933,350
394,"{public-key,ssz}",0.02649241895578253,2088
395,"{vulnerability,london}",0.008906933959271713,702
396,"{ssz,london}",0.015580790458669036,1228
397,"{vulnerability,ssz}",0.010023472689208907,790
398,"{ssz,solidity-0.7.x,vanity}",0.0010911628497113494,86
399,"{hydrachain,public-key,ssz}",0.001636744274567024,129
400,"{polkadot,ssz,london}",0.0010277231491467361,81
401,"{verify,public-key,merkle-patricia-tries}",0.001598680454228256,126
402,"{verify,merkle-patricia-tries,ssz}",0.0010530990293725815,83
403,"{public-key,merkle-patricia-tries,ssz}",0.002017382477954704,159
404,"{address.transfer,ssz,london}",0.0010023472689208908,79
405,"{events,verify,public-key}",0.0017001839751316374,134
406,"{events,verify,ssz}",0.0012941698915181121,102
407,"{events,public-key,ssz}",0.0019158789570513227,151
408,"{message,ssz,uniswap}",0.0020554462982934722,162
409,"{public-key,message,ssz}",0.0010277231491467361,81
410,"{verify,public-key,uniswap}",0.0010277231491467361,81
411,"{public-key,ssz,uniswap}",0.0014971769333248747,118
412,"{verify,public-key,sparse-markle-trees}",0.0017382477954704053,137
413,"{verify,sparse-markle-trees,ssz}",0.0020300704180676267,160
414,"{verify,public-key,vulnerability}",0.001065786969485504,84
415,"{verify,public-key,ssz}",0.00808221785193174,637
416,"{public-key,sparse-markle-trees,ssz}",0.0039840131954577175,314
417,"{sparse-markle-trees,ssz,london}",0.0011546025502759626,91
418,"{vulnerability,sparse-markle-trees,ssz}",0.0016494322146799467,130
419,"{scheduling,vulnerability,ssz}",0.0010784749095984268,85
420,"{public-key,ssz,solidity-0.7.x}",0.0014718010530990293,116
421,"{ssz,solidity-0.7.x,london}",0.002017382477954704,159
422,"{public-key,ssz,london}",0.0019031910169384,150
423,"{public-key,vulnerability,ssz}",0.00228382922032608,180
424,"{vulnerability,ssz,london}",0.0015479286937765653,122
425,"{events,verify,public-key,ssz}",0.0010277231491467361,81
426,"{verify,public-key,sparse-markle-trees,ssz}",0.001636744274567024,129
